0,Chest,Gear,5
0,Ball Bearings (100),Gear,20
0,Chalk (10 piece),Gear,1
0,Studded Leather,Armor,45
0,Fine Clothes,Gear,150
0,Longsword,Weapons,15
0,Crystal (Arcane Focus),Gear,10
0,Mace,Weapons,5
0,Crystal (Arcane Focus),Gear,10
0,Chalk (10 piece),Gear,1
0,Hide,Armor,10
0,Wand (Arcane Focus),Gear,10
0,Padded,Armor,5
0,Reliquary (Holy Symbol),Gear,5
0,Bucket,Gear,1.5
0,Whip,Weapons,2
0,Light Hammer,Weapons,2
0,Ball Bearings (100),Gear,20
0,Splint,Armor,200
0,Wand (Arcane Focus),Gear,10
0,Ball Bearings (100),Gear,20
0,Holy Water (Flask),Gear,25
0,Greatclub,Weapons,2
0,Reliquary (Holy Symbol),Gear,5
0,Arrows (20),Gear,10
0,Hourglass,Gear,25
0,Shield,Armor,10
0,Orb (Arcane Focus),Gear,20
0,Glaive,Weapons,200
0,Crystal (Arcane Focus),Gear,10
0,Hand Crossbow,Weapons,75
0,Handaxe,Weapons,5
0,Maul,Weapons,10
0,null,null,null
0,Orb (Arcane Focus),Gear,20
0,Orb (Arcane Focus),Gear,20
0,Caltrops (20),Gear,10
0,Battleaxe,Weapons,10
0,Quarterstaff,Weapons,2
0,Breastplate,Armor,400
0,Net,Weapons,1
0,Rod (Arcane Focus),Gear,10
0,Shortbow,Weapons,25
0,Oil (Flask),Gear,1
0,Wooden Staff (Druidic Focus),Gear,5
0,Hourglass,Gear,25
0,Light Crossbow,Weapons,25
0,Halberd,Weapons,20
0,Halberd,Weapons,20
0,Wand (Arcane Focus),Gear,10
0,Rope (50 ft),Gear,10
0,Hooded Lantern,Gear,5
0,Blowgun Needles (50),Gear,10
0,Bucket,Gear,1.5
0,Leather,Armor,10
0,Basic Poison (Vial),Gear,100
0,Traveler's Clothes,Gear,20
0,Battleaxe,Weapons,10
0,Blowgun Needles (50),Gear,10
0,Chest,Gear,5
0,Half Plate,Armor,750
0,Halberd,Weapons,20
0,Hammer,Gear,1
0,Waterskin,Gear,2
0,Holy Water (Flask),Gear,25
0,Hide,Armor,10
0,Lamp,Gear,5
0,Chain Shirt,Armor,50
0,Splint,Armor,200
0,Ink (1 ounce bottle),Gear,1
0,Scale Mail,Armor,50
0,Shortsword,Weapons,10
0,Robes,Gear,10
0,Glass Bottle,Gear,2
0,Mace,Weapons,5
0,Sprig of Mistletoe (Druidic Focus),Gear,1
0,Alchemist's Fire (flask),Gear,50
0,Hand Crossbow,Weapons,75
0,Healer's Kit,Gear,5
0,Padded,Armor,5
0,Glass Bottle,Gear,2
0,Crowbar,Gear,2
0,Grappling Hook,Gear,2
0,Bullseye Lantern,Gear,10
0,Rapier,Weapons,25
0,Splint,Armor,200
0,null,null,null
0,null,null,null
0,Club,Weapons,1
0,Book,Gear,25
0,Crowbar,Gear,2
0,Hide,Armor,10
0,null,null,null
0,Healer's Kit,Gear,5
0,Arrows (20),Gear,10
0,Light Crossbow,Weapons,25
0,null,null,null
0,Common Clothes,Gear,5
0,Shortsword,Weapons,10
0,Oil (Flask),Gear,1
0,Chain Shirt,Armor,50
0,Light Hammer,Weapons,2
0,Greatclub,Weapons,2
0,Arrows (20),Gear,10
0,Sprig of Mistletoe (Druidic Focus),Gear,1
0,Bullseye Lantern,Gear,10
0,Plate,Armor,1500
0,Morningstar,Weapons,15
0,Reliquary (Holy Symbol),Gear,5
0,Spear,Weapons,10
0,Breastplate,Armor,400
0,Robes,Gear,10
0,Warhammer,Weapons,15
0,Sprig of Mistletoe (Druidic Focus),Gear,1
0,Bullseye Lantern,Gear,10
0,Greataxe,Weapons,50
0,Blowgun,Weapons,10
0,null,null,null
0,Waterskin,Gear,2
0,Fine Clothes,Gear,150
0,null,null,null
0,Splint,Armor,200
0,Shield,Armor,10
0,Spear,Weapons,10
0,Pike,Weapons,5
0,Sprig of Mistletoe (Druidic Focus),Gear,1
0,Crystal (Arcane Focus),Gear,10
0,Halberd,Weapons,20
0,Yew Wand (Druidic Focus),Gear,10
0,Glass Bottle,Gear,2
0,Sledgehammer,Gear,2
0,Hand Crossbow,Weapons,75
0,Shield,Armor,10
0,null,null,null
0,Chain Shirt,Armor,50
0,Shield,Armor,10
0,Spear,Weapons,10
0,Javelin,Weapons,5
0,Spear,Weapons,10
0,Fine Clothes,Gear,150
0,Shield,Armor,10
0,Maul,Weapons,10
0,Battleaxe,Weapons,10
0,Blowgun,Weapons,10
0,Blowgun Needles (50),Gear,10
0,Reliquary (Holy Symbol),Gear,5
0,Hooded Lantern,Gear,5
0,Leather,Armor,10
0,Wooden Staff (Druidic Focus),Gear,5
0,Javelin,Weapons,5
0,Whip,Weapons,2
0,Bullseye Lantern,Gear,10
0,Orb (Arcane Focus),Gear,20
0,War Pick,Weapons,5
0,Rapier,Weapons,25
0,Ink (1 ounce bottle),Gear,1
0,Oil (Flask),Gear,1
0,Blowgun,Weapons,10
0,Acid (vial),Gear,25
0,Studded Leather,Armor,45
0,Club,Weapons,1
0,Chain (10 ft),Gear,5
0,null,null,null
0,Candle,Gear,1
0,Scale Mail,Armor,50
0,Dagger,Weapons,2
0,Rations (1 day),Gear,5
0,Ring Mail,Armor,30
0,Spear,Weapons,10
0,Shield,Armor,10
0,Orb (Arcane Focus),Gear,20
0,Trident,Weapons,5
0,Rope (50 ft),Gear,10
0,Plate,Armor,1500
0,Warhammer,Weapons,15
0,Padded,Armor,5
0,Ball Bearings (100),Gear,20
0,Scale Mail,Armor,50
0,Heavy Crossbow,Weapons,50
0,Reliquary (Holy Symbol),Gear,5
0,Crossbow Bolts (20),Gear,10
0,Battleaxe,Weapons,10
0,Lance,Weapons,10
0,Plate,Armor,1500
0,Hand Crossbow,Weapons,75
0,Club,Weapons,1
0,Blowgun Needles (50),Gear,10
0,Plate,Armor,1500
0,null,null,null
0,Staff (Arcane Focus),Gear,5
0,Light Crossbow,Weapons,25
0,Bullseye Lantern,Gear,10
0,Warhammer,Weapons,15
0,Antitoxin (vial),Gear,50
0,Warhammer,Weapons,15
0,Breastplate,Armor,400
0,Backpack,Gear,20
0,Scimitar,Weapons,25
0,Padded,Armor,5
0,Chain Shirt,Armor,50
0,Chain Mail,Armor,75
0,Half Plate,Armor,750
0,Costume Clothes,Gear,15
0,Trident,Weapons,5
0,Longbow,Weapons,50
0,Backpack,Gear,20
0,Dart,Weapons,0.5
0,Battleaxe,Weapons,10
0,Basic Poison (Vial),Gear,100
0,War Pick,Weapons,5
0,Greataxe,Weapons,50
0,null,null,null
0,Chalk (10 piece),Gear,1
0,Chain (10 ft),Gear,5
0,null,null,null
0,Wand (Arcane Focus),Gear,10
0,Dart,Weapons,0.5
0,Club,Weapons,1
0,Bullseye Lantern,Gear,10
0,null,null,null
0,Warhammer,Weapons,15
0,Shortbow,Weapons,25
0,Net,Weapons,1
0,Caltrops (20),Gear,10
0,Rapier,Weapons,25
0,Rations (1 day),Gear,5
0,Sling Bullets (20),Gear,0.5
0,Greatclub,Weapons,2
0,Grappling Hook,Gear,2
0,Lamp,Gear,5
0,Holy Water (Flask),Gear,25
0,Shortsword,Weapons,10
0,Lance,Weapons,10
0,Half Plate,Armor,750
0,Chest,Gear,5
0,Blowgun,Weapons,10
0,Lance,Weapons,10
0,Glaive,Weapons,200
0,Plate,Armor,1500
0,Common Clothes,Gear,5
0,Light Hammer,Weapons,2
0,Healer's Kit,Gear,5
0,Healer's Kit,Gear,5
0,Chalk (10 piece),Gear,1
0,null,null,null
0,Acid (vial),Gear,25
0,Vial,Gear,1
0,Sickle,Weapons,1
0,Lamp,Gear,5
0,Waterskin,Gear,2
0,Crossbow Bolts (20),Gear,10
0,Blowgun,Weapons,10
0,Chain Mail,Armor,75
0,Leather,Armor,10
0,Fine Clothes,Gear,150
0,Maul,Weapons,10
0,Morningstar,Weapons,15
0,Leather,Armor,10
0,Glass Bottle,Gear,2
0,Battleaxe,Weapons,10
0,null,null,null
0,Sledgehammer,Gear,2
0,Glaive,Weapons,200
0,Vial,Gear,1
0,Backpack,Gear,20
0,Blowgun,Weapons,10
0,War Pick,Weapons,5
0,Ball Bearings (100),Gear,20
0,Sledgehammer,Gear,2
0,Battleaxe,Weapons,10
0,Costume Clothes,Gear,15
0,Rope (50 ft),Gear,10
0,Lamp,Gear,5
0,null,null,null
0,Chain (10 ft),Gear,5
0,Chain Shirt,Armor,50
0,Handaxe,Weapons,5
0,null,null,null
0,Robes,Gear,10
0,Shield,Armor,10
0,Shortbow,Weapons,25
0,Chain Mail,Armor,75
0,Rod (Arcane Focus),Gear,10
0,Leather,Armor,10
0,Ring Mail,Armor,30
0,Maul,Weapons,10
0,Ring Mail,Armor,30
0,Greatsword,Weapons,50
0,Spellbook,Gear,50
0,Holy Water (Flask),Gear,25
0,Greatsword,Weapons,50
0,Shortbow,Weapons,25
0,Book,Gear,25
0,Arrows (20),Gear,10
0,Scimitar,Weapons,25
0,Costume Clothes,Gear,15
0,Spellbook,Gear,50
0,Yew Wand (Druidic Focus),Gear,10
0,Leather,Armor,10
0,Hooded Lantern,Gear,5
0,Spellbook,Gear,50
0,Crowbar,Gear,2
0,Whip,Weapons,2
0,Splint,Armor,200
0,Light Hammer,Weapons,2
0,Caltrops (20),Gear,10
0,Sledgehammer,Gear,2
0,Spellbook,Gear,50
0,Reliquary (Holy Symbol),Gear,5
0,Half Plate,Armor,750
0,Bedroll,Gear,1000
0,Longbow,Weapons,50
0,Warhammer,Weapons,15
0,Climber's Kit,Gear,25
0,Hunting Trap,Gear,5
0,Chain Shirt,Armor,50
0,Hand Crossbow,Weapons,75
0,Halberd,Weapons,20
0,Dagger,Weapons,2
0,Sling Bullets (20),Gear,0.5
0,Chain Mail,Armor,75
0,Half Plate,Armor,750
0,Scale Mail,Armor,50
0,Book,Gear,25
0,Flail,Weapons,10
0,Ink (1 ounce bottle),Gear,1
0,Light Crossbow,Weapons,25
0,Crystal (Arcane Focus),Gear,10
0,Shortsword,Weapons,10
0,Climber's Kit,Gear,25
0,Handaxe,Weapons,5
0,Arrows (20),Gear,10
0,Vial,Gear,1
0,Grappling Hook,Gear,2
0,Hourglass,Gear,25
0,Hooded Lantern,Gear,5
0,Component Pouch,Gear,25
0,Sledgehammer,Gear,2
0,Fine Clothes,Gear,150
0,Longsword,Weapons,15
0,Net,Weapons,1
0,Arrows (20),Gear,10
